employee_id,Self: Inspire with Purpose,Self: Drive for Results,Self: Own the Outcome,Self: Speak Up and Listen,Self: Lead with Empathy,Self: Grow Others,Self: Bridge Across Boundaries,Self: Act with Integrity,Self: Make it Simple,Self: Lead Change Fearlessly,Self: Learn and Adapt Fast,Self: Champion Diversity,Manager: Inspire with Purpose,Manager: Drive for Results,Manager: Own the Outcome,Manager: Speak Up and Listen,Manager: Lead with Empathy,Manager: Grow Others,Manager: Bridge Across Boundaries,Manager: Act with Integrity,Manager: Make it Simple,Manager: Lead Change Fearlessly,Manager: Learn and Adapt Fast,Manager: Champion Diversity,Peers: Inspire with Purpose,Peers: Drive for Results,Peers: Own the Outcome,Peers: Speak Up and Listen,Peers: Lead with Empathy,Peers: Grow Others,Peers: Bridge Across Boundaries,Peers: Act with Integrity,Peers: Make it Simple,Peers: Lead Change Fearlessly,Peers: Learn and Adapt Fast,Peers: Champion Diversity,Reports: Inspire with Purpose,Reports: Drive for Results,Reports: Own the Outcome,Reports: Speak Up and Listen,Reports: Lead with Empathy,Reports: Grow Others,Reports: Bridge Across Boundaries,Reports: Act with Integrity,Reports: Make it Simple,Reports: Lead Change Fearlessly,Reports: Learn and Adapt Fast,Reports: Champion Diversity
emp142884,4,4,5,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,5,4,5,4,4,4.098584466,4.538913454,3.945158055,3.923459479,4.01562219,4.142863939,3.31084468,4.32838492,4.074755331,3.632107206,4.000976134,3.841980767,4.383465244,4.088563688,4.061905113,4.338171405,4.149021177,4.552958774,3.796051964,3.60944065,3.900602722,4.688407449,4.688407449,4.688407449
emp142437,4,3,5,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3,3.535734723,4.570325485,4.442416059,4.672532172,3.869386807,4.837009602,3.782047788,4.399780771,4.192486548,4.689462105,3.941252404,4.360166035,4.162864127,4.203125206,3.973264182,4.391077367,4.399124688,4.14266746,4.048161367,4.653759714,3.76664115,4.468135865,4.26942767,3.909521998
emp139837,4,5,4,4,3,3,4,5,4,4,4,4,3,4,4,5,4,4,3,4,4,4,4,4,3.683750042,4.184324103,3.765689252,3.505107053,3.913041782,3.684217553,3.882941548,4.298027745,4.062807523,3.821468009,4.177305753,3.884493812,4.223756174,3.947432845,4.055960876,4.244258018,3.523290447,3.354599887,3.949400198,4.597568131,3.502241967,3.658889991,4.597568131,3.563547269
emp147490,5,4,4,5,4,4,4,4,4,4,5,4,5,5,5,5,5,4,3,5,4,5,4,4,3.832082687,4.714353843,3.45435343,3.982037324,4.278775131,3.43959838,3.423112366,4.123587278,4.626020166,4.527205307,3.745611648,4.41425229,4.39643317,4.186119367,4.403043459,4.243808476,4.039621633,3.973209646,3.262814251,4.523322493,4.110775202,3.711393787,3.837979569,4.396251496
emp144008,5,4,4,5,4,4,3,4,5,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,3.829205283,4.747439765,4.159928849,4.618046941,3.371196538,4.246085477,3.96300393,4.555821513,4.056898268,4.747439765,3.488583985,3.574885229,3.846500691,4.038702974,3.900699439,3.651985191,4.099072145,3.816034356,3.767395406,4.588804793,3.971426957,4.620666258,3.630744504,4.208077348
emp147791,4,5,4,4,4,5,4,5,4,5,5,4,5,5,4,4,4,4,3,4,4,4,5,4,4.227168936,4.220231208,3.629152366,3.381254171,4.648698214,3.335710655,4.106724691,4.648698214,3.938566708,4.507247494,4.091775368,4.648698214,4.247067806,4.275795256,4.722302293,4.238102054,4.722302293,3.689436588,3.45406442,4.084021891,3.962082913,4.272178511,4.722302293,4.141138439
emp144115,4,3,4,4,4,4,3,5,4,4,4,4,4,4,4,4,5,4,3,4,4,4,5,4,4.224692749,4.599442621,4.295935459,3.400045495,3.946543086,3.817174716,4.073084454,4.142492879,3.874099885,4.599442621,4.496839735,3.932054107,4.027948732,4.521975531,4.064746004,4.107715458,3.734246987,4.506399442,4.080781169,4.212882057,4.049076739,4.323157775,3.811222602,4.403506426
emp137531,4,5,4,3,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4.264580994,4.24836596,4.77646576,4.245955724,3.780062416,3.472183687,3.879002731,4.664480786,4.325989219,4.578659929,3.831272793,4.568181904,3.903247467,4.593725491,4.068004322,3.888294206,4.787247377,4.219875654,3.943109422,4.787247377,4.455649234,4.724226861,3.828645283,4.522608128
emp136964,5,4,5,5,4,4,4,4,5,4,5,5,4,5,4,3,4,4,4,4,4,4,4,4,4.143376879,4.177361144,4.24878329,4.359312255,4.266136368,3.938833167,4.105430712,4.644128475,2.98797985,3.859973931,4.734462617,4.562514247,3.902073493,4.666380212,4.390173872,4.289330049,4.229178386,4.070983262,4.377403576,4.567466225,3.832187466,4.274099069,4.350849707,4.48959221
emp148790,5,4,4,4,4,4,4,5,4,4,4,4,5,5,4,4,4,4,4,5,5,4,5,5,4.32842846,4.222418751,4.501804102,4.353522713,4.863520159,4.462718498,3.640034199,4.314992411,4.256928193,4.863520159,4.863520159,3.50121532,4.094862174,5,4.291127013,4.48023458,4.3051161,4.165926752,4.232644279,4.763226841,4.47083793,4.545805146,4.489200876,4.876693956
emp146228,5,4,5,4,4,3,4,4,4,5,5,3,4,4,4,4,4,4,4,4,4,4,4,3,3.990646336,4.275728562,4.599708193,3.782151077,4.672558192,4.501203499,3.592401359,4.544339405,3.538365689,3.730471813,4.218484843,4.391657826,4.132376051,4.007580373,4.093144585,3.261472057,3.671771164,4.362616922,3.82351493,4.612758008,3.800544185,4.612758008,4.028676521,4.010795467
emp150324,4,4,4,4,5,4,3,4,4,5,4,4,4,5,5,4,4,4,3,4,5,5,5,4,4.182114535,4.712469534,4.652239404,3.945106516,4.190188274,4.285102299,4.123472173,4.824457211,4.353609778,4.080857449,4.544462205,4.643064844,3.920208763,3.889947808,4.141417552,3.575092045,4.001745972,3.928464004,3.661396735,4.023707714,3.892696409,4.848244467,4.386306606,3.973774355
emp149408,4,4,4,5,4,4,5,4,4,5,5,4,4,5,5,4,3,4,4,4,4,4,5,4,3.888155504,3.604431633,4.189648317,3.424542944,4.175157691,3.408692287,2.921665848,3.911865497,3.765471906,4.274957591,4.530058778,3.900046051,3.599644307,4.169626006,4.373684639,3.592485172,4.278597701,3.39172954,3.299020672,4.291171154,4.434809153,4.0852563,3.896197196,4.046933755
emp148299,4,4,5,5,5,5,4,5,5,4,5,5,5,4,4,4,4,4,4,4,4,5,5,4,4.973508552,3.939314399,4.197861528,4.438516313,4.973508552,4.389441419,4.598319338,4.275850168,4.104124732,4.768930252,4.722373796,4.489163845,3.841439015,4.699760713,4.709251832,3.628817002,4.25560795,4.174767849,3.325826623,3.993648159,4.187302546,4.574248143,4.491991994,4.064041353
emp143824,4,4,5,5,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,4,5,4,5,4.360148034,4.56888088,4.38292976,3.043284533,4.311859663,4.582392467,3.396188837,3.671368236,3.520254158,4.017559636,4.123697354,3.455303496,4.135796312,4.215964466,4.240505236,3.655885299,4.043905986,4.339314207,3.237397177,4.298194408,3.736520939,3.863378758,3.701065267,4.192123689
emp150032,3,5,4,4,4,5,4,4,4,5,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4.113244603,4.243688978,3.771159222,4.050021374,3.839861781,3.616690623,3.545058724,3.853207611,3.690464891,3.751669427,3.265676112,3.92485184,4.344427465,4.580082248,3.793034386,4.261674747,3.543246868,3.231710282,3.335407188,4.459827564,2.93415804,4.580082248,4.016667206,4.235048692
emp150507,5,5,4,4,4,5,4,4,5,5,4,4,4,5,4,4,4,4,4,5,4,4,4,5,3.918071934,4.662833935,4.662833935,4.442466195,3.557570977,3.652379836,3.941256359,4.662833935,3.938764126,4.130236644,4.615859891,4.286714239,3.485606095,3.614948498,4.346313407,4.447967084,4.713941354,4.535641231,3.844147095,4.669594572,3.652803891,4.687536828,4.480653999,4.627031841
emp136770,3,4,4,4,5,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4.298711831,4.689983513,4.295251311,4.456403841,4.273871494,4.566865983,4.465194163,4.508850762,4.540612263,4.820762656,4.820762656,4.318367445,3.584783236,3.774977228,3.986133745,4.460802066,4.745338929,3.237274575,3.381159637,3.951196236,4.189161151,4.588315214,4.5520783,4.065711605
emp145437,4,4,5,4,4,3,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,4,4,5,4.152635741,4.276192592,3.932842594,3.271849731,3.498856805,3.693125898,3.876988964,4.717974649,3.646926301,4.631278121,4.430368301,4.835367392,3.972452337,3.834090711,4.34397482,4.661747472,3.884838573,3.548316976,3.9617757,3.896944137,4.024935305,4.243376726,4.138554747,4.288950874
emp132002,4,5,4,4,4,5,4,4,5,4,4,4,4,4,5,3,4,4,3,3,4,5,4,4,3.500610812,3.318898676,3.639180111,4.483301706,4.576887561,3.554780475,3.425495665,3.866261319,4.034725049,3.395472142,3.727770695,3.336239974,4.701459808,4.112955387,4.011733595,4.676902136,4.83665194,4.357345636,4.437138182,4.319885243,4.258543989,4.500484859,4.00298024,4.403469625
emp140606,5,5,4,4,4,5,4,4,4,4,4,4,3,5,5,4,4,4,3,5,4,5,4,4,3.531559536,4.66444304,4.320874815,3.8408391,4.378581959,3.842069672,3.834766434,3.688639367,4.170777623,3.833957581,4.530889983,4.661619363,4.157282873,4.648182072,3.933620576,3.960852692,4.674000671,3.98724744,3.906564548,4.145929466,3.203481298,4.674000671,3.738203097,4.674000671
emp150642,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,5,5,4,3,4,4,5,4,3,4.140351876,4.262162529,4.59847151,3.843668373,4.423050108,3.891606639,3.333396658,3.907812866,4.667120113,4.624847175,4.048681807,3.777417925,2.381468599,4.414936989,4.723363655,4.105593668,4.577995547,3.931499906,3.165199858,3.660572904,4.789064313,4.431771711,4.790289913,3.774308928
emp145564,5,4,5,4,4,4,3,5,4,5,4,4,4,4,4,4,5,4,3,4,3,5,4,4,4.287536153,4.729573488,4.023609854,4.729573488,4.729573488,3.795303541,3.151439736,4.458383772,4.311662734,4.419426483,4.385135665,3.233067061,4.07777349,4.712430892,4.351665287,3.309452627,4.511775881,3.646626611,4.277301456,4.088538457,4.039124787,3.651911859,3.829006101,3.540068356
emp149332,4,5,3,4,4,4,3,5,4,4,5,5,4,4,5,4,4,4,4,4,4,4,5,5,3.914400331,4.027544778,4.589973348,4.029199289,3.993111462,3.798549289,3.435661163,4.589973348,3.841013545,4.589973348,4.308124322,4.036157585,4.234346244,4.721045803,3.571322347,4.286511106,4.005548543,3.513700848,3.771299058,4.239686404,3.805082345,4.541866776,4.346911716,4.604655205
emp140080,4,4,5,4,5,5,4,5,4,5,5,3,4,5,4,4,4,4,4,4,4,5,4,5,3.956098429,3.782951041,3.506443671,3.085399576,3.947074527,3.91090139,3.326841133,3.493637223,3.831054935,4.506695281,4.506695281,3.919195379,3.958255947,4.661367936,3.758960769,3.295905273,4.409817327,4.587751453,3.34502685,4.388066644,3.589105281,4.661367936,4.531004877,3.95030992
emp141644,4,5,5,5,4,4,5,5,4,5,4,4,4,4,5,4,4,4,4,5,4,5,5,4,3.943712016,4.133575826,4.756541473,4.684180774,3.962674331,4.195790477,3.429677578,3.836545729,3.545827377,3.982072696,3.869373091,3.958860667,4.555854644,4.532052212,4.470283225,4.52453513,4.825460101,4.016134193,4.080047201,4.582260559,4.36724334,4.138753945,4.719449549,4.825460101
emp148656,4,5,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,4,4,5,4,4,5,3.75948694,4.620354704,4.696030312,3.969598998,3.571099069,4.2250424,3.398550241,4.286715516,3.590116117,4.479084741,4.372099942,4.294721987,3.413680252,4.572180125,3.739425,3.717581901,3.88250683,3.444712572,4.297601848,4.301987357,4.470212954,3.780708367,3.472907451,4.155652175
emp137346,5,5,4,4,4,4,4,5,4,4,5,5,4,5,5,4,4,4,3,4,5,4,3,4,3.863031825,4.520421767,3.991835713,3.949645136,3.889407956,4.751823583,4.135030517,3.920114487,3.320670635,4.19551972,4.22741109,4.382981391,3.820138837,4.099381132,4.226086594,3.829953686,4.629863198,3.872974846,4.192939904,4.272036607,4.318401501,4.39872869,4.248780497,3.483429488
emp149378,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3.899946189,4.56623987,4.56623987,3.758281932,4.397490149,3.424012342,3.340887713,3.719252056,4.25089687,4.136995709,4.02654496,4.56623987,3.626996655,4.484746889,4.484746889,3.661665318,4.132971708,4.306620064,3.45964791,4.024236137,3.490817868,4.46090378,3.994416184,3.999539594
emp149044,5,4,4,4,4,4,3,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3.352675305,4.012504767,3.927957268,3.471796041,4.671599509,3.660833637,3.99493646,4.671599509,3.534458811,3.943408607,4.490899447,4.028736061,3.669682156,4.087287412,4.721078183,4.698964606,3.83508988,3.805539865,3.515532905,4.137889393,3.95595335,4.027742713,4.106629791,4.116724961
emp140576,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3.758223074,4.194736299,4.735327436,3.355948272,3.687918386,3.862780561,3.974384924,4.697006404,3.629063969,4.735327436,4.413791324,4.265737009,3.848390293,3.388651986,3.835632084,3.429645816,3.88270914,2.853064749,4.011027285,4.000165733,3.896733607,4.24097905,3.582413625,4.567889561
emp147922,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,3.552337333,4.334121226,4.474891147,4.442999976,3.863247133,4.18160994,4.593915646,4.220992368,3.705764014,4.304093332,4.655158364,3.979020998,3.404014462,3.750201137,4.369919924,4.382701639,3.929677433,3.893177272,3.467579135,4.075105608,4.466222181,3.770354788,4.067567653,3.771485933
emp148886,4,5,4,4,4,5,4,5,5,4,4,5,4,5,5,4,4,5,5,5,5,5,4,4,3.444522363,4.844383403,4.385515943,4.416739374,4.027556643,3.335807971,3.92959517,4.819025672,4.844383403,4.077327871,4.378664431,4.695394257,4.30011903,4.809386368,3.767193606,3.861661307,3.936111374,4.267158611,4.53602367,4.810781723,3.834473736,4.567845309,4.707879327,4.306308125
emp141117,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,3,4,4,4.020669324,4.264608338,4.744971105,4.46119797,4.028377436,3.684040828,3.636969514,4.053501852,3.924615154,4.203077844,3.808129599,4.521994742,4.44089322,4.383962716,4.326819622,4.162400516,3.150272755,4.188678223,3.861204451,3.995943703,3.560533699,4.386909908,4.469310306,4.053843359
emp145978,4,4,5,4,4,4,3,5,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4.489185394,4.52193485,4.481066373,3.954810698,3.493104707,4.049371235,4.07237451,4.589600976,4.223326594,4.460606907,4.425399521,4.01059015,3.450453826,4.313339834,4.604913018,4.251793557,4.243859988,3.929675736,4.136822234,4.604913018,4.604913018,3.843412584,4.419291492,4.172572418
emp151177,5,4,4,4,4,4,4,5,4,5,4,4,4,4,4,5,5,4,3,5,4,4,5,4,4.000114317,4.429831898,3.642666839,3.864414533,4.06366419,4.05666018,4.393663304,3.51402239,4.687820888,4.319976408,3.508099239,4.687820888,4.458524966,3.913008876,4.261003708,4.109097712,4.451246844,3.872938748,4.280708625,4.73538953,4.057463743,4.018695986,4.367761418,3.78399864
emp148423,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3.646932842,3.92162197,3.897979963,3.821153859,4.072239941,3.815747074,2.944785762,4.319171676,4.32827588,4.437004148,3.684922584,3.824807835,3.745347553,3.884622349,3.691219752,3.771801111,3.976063374,3.560399945,3.97989242,3.852492211,3.612948781,4.009666127,4.493819498,3.625275983
emp145489,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,3,4,5,4,3.768197425,4.282979588,4.130830162,4.279647042,3.657090572,3.921048857,3.335038915,3.778438954,3.917204701,4.620770162,3.717909452,3.719782536,4.624334125,4.242989034,3.995000103,4.224199687,3.975432824,4.58350347,3.253724949,3.55092502,3.545714711,3.677740663,4.49612555,3.85180012
emp144000,4,5,4,4,4,4,4,5,5,5,5,5,3,4,4,5,4,3,3,4,5,4,4,4,4.671701763,4.377024366,4.732710887,4.124836736,4.263014244,3.356290442,3.893824266,4.300670304,4.000485046,4.694161089,4.625743932,3.931114114,4.318438721,4.468206241,4.609402166,4.098242046,4.467978456,3.800298391,4.355754382,4.609402166,4.380303025,4.609402166,4.220056369,4.609402166
emp147289,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,4,3,4,3,5,4,4,4,4,4.513246249,4.289129256,3.392545444,3.727046599,3.978331072,4.552984165,3.199865995,3.885304916,3.377072404,4.031092335,4.485824187,3.946300116,4.117102496,4.766833492,4.132502342,4.142217849,4.755717814,3.769666394,4.013148224,4.756063289,4.626643324,4.84837356,4.84837356,4.84837356
emp147993,4,5,4,4,4,5,4,5,5,4,5,4,3,4,4,3,4,4,4,4,4,4,4,4,4.650359736,4.650359736,4.2652543,4.201361944,4.020426188,3.479125405,3.485403973,4.413548405,4.139088079,4.441777649,4.433787165,3.829021074,3.498014001,4.270657979,4.179113082,3.236843091,3.988932744,4.255693748,3.297192441,4.533721428,3.946545986,4.752190167,4.434642788,4.752190167
emp143223,3,5,4,3,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3.479530507,4.136781416,4.210145218,3.613804562,4.056565577,3.907472967,4.036003366,4.122536937,3.530403889,2.890637433,4.273383103,4.247512255,4.326455471,4.236928055,3.887798092,4.316214028,3.411124506,4.220741871,4.092150433,4.793348782,4.521486662,4.6128101,4.205427973,3.153649595
emp141692,3,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4.452037003,4.730675258,4.145920801,4.021693483,4.55367075,4.420015095,3.915009392,4.335712846,3.96769431,4.806183653,4.180844593,4.12802608,3.508975091,4.418169379,4.636010329,4.35877879,4.285113662,3.477563457,3.788845472,4.070527519,4.106549783,4.175433316,4.008079929,4.378591549
emp145279,4,4,3,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4.06587937,3.776976341,3.903876614,3.41101354,4.417185391,3.570191899,3.317226342,3.425392125,4.566861224,4.603369853,4.171015251,4.198986235,3.547059501,4.281540408,4.006362555,4.671755224,4.097063577,3.849658965,3.601698526,3.972845828,4.572594648,4.44222014,4.749421651,3.900032911
emp145138,4,5,4,3,4,4,3,4,4,4,3,5,4,4,4,4,4,4,4,5,4,5,4,4,3.384339288,3.121490688,3.880038314,3.964039679,4.257939902,3.854580756,3.841861477,4.182089695,4.033089907,4.399570606,4.577251227,3.791167526,4.114343877,4.196018861,4.306112911,4.074664023,3.687323162,3.257188686,3.556531867,3.816470303,3.530220175,3.878246047,4.231445788,3.929341739
emp143271,5,5,5,3,4,4,4,5,4,5,4,4,4,5,5,5,3,4,3,4,4,3,4,4,4.161983847,4.498096437,4.726148301,3.717885239,3.748688689,4.137137449,4.052670669,4.213877705,4.644713118,4.310029029,4.26527839,4.77343364,4.526388424,4.493694459,3.774872638,3.66637482,3.988718003,4.364233643,3.665036656,3.908162374,3.597068991,4.221230994,4.508636505,4.375124532
emp147517,5,4,5,4,5,4,4,5,4,5,5,5,5,5,5,4,4,4,4,5,4,4,5,4,3.540255801,3.977151247,4.740957094,4.425089979,4.380095657,4.470846088,3.854863306,3.917743973,3.666615316,4.200280447,4.598255302,3.452536878,4.744401769,3.848942191,3.683087236,3.970740395,4.655201709,4.321296189,4.044145174,4.476913156,3.93029134,4.385696022,3.888058704,4.650302155
emp147396,4,5,4,4,5,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3.551449507,4.710373652,4.057696335,3.761927901,4.414585204,3.858055101,3.850737197,4.48809066,4.33627758,3.720368578,3.97940798,4.011219019,3.781709735,4.535407041,4.751585463,4.728342411,3.830531127,3.700429999,3.620866121,4.277474195,4.228812957,4.414546675,3.933725438,4.597738986
emp144839,4,4,4,4,4,5,4,4,5,4,4,4,4,3,3,4,4,3,4,4,3,4,4,4,3.591431453,4.041807039,4.35609864,3.782711183,4.18240166,3.849011811,3.43923654,4.35609864,3.521444955,3.392946051,4.35609864,3.773724187,3.092158645,4.494482096,4.1183219,3.800590457,4.31316777,3.812274421,3.293868263,4.494482096,3.762624482,3.912982561,3.893914241,4.406842251
emp148486,4,5,4,4,5,5,3,5,4,4,5,5,5,5,5,4,5,3,5,5,4,5,4,4,4.068362902,4.216245396,4.826170876,4.8833615,4.781834442,3.957289187,3.553650547,4.984220831,3.825832608,4.984220831,3.809043131,3.716696899,4.09778534,4.752311245,4.299731166,4.026088834,4.628170853,4.214694037,4.000418943,4.209595334,4.375655759,4.381369713,4.583221042,4.309725948
emp148325,3,5,4,3,4,4,4,4,4,5,4,4,4,5,5,4,4,4,3,4,4,4,4,4,4.354206023,4.731171431,3.705965441,4.153985462,4.683548157,3.959976774,4.113909242,4.399350871,4.300771967,4.239807239,4.338428245,3.842272469,4.026053407,4.57473581,3.923612422,3.413453784,3.633746623,3.941658492,3.55041625,4.104290479,4.194108435,3.988342683,3.792249024,4.102828583
emp142614,4,5,5,3,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,5,3,4,4,4,3.60496229,4.09698046,3.817463815,4.748821009,3.769120118,3.826571183,3.525572684,3.410662388,3.532363724,4.093386502,3.84698462,4.259778002,4.599930251,4.526075752,4.795609717,3.731884999,3.244000839,4.273947174,4.234712287,4.236734093,4.777274733,4.952386703,4.511005563,4.119725769
emp141531,5,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,5,4,4.92555437,4.946042734,4.745718621,4.953191948,4.604913554,4.952722666,3.920719821,4.638616011,4.585597568,3.863540137,4.953191948,4.860629668,4.892399197,4.082338387,3.7754683,3.929689272,4.431930414,4.196629351,4.389059639,4.839671473,4.272661519,4.096547681,4.537106193,4.299661867
emp148198,4,4,4,4,5,4,4,5,3,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4.276897919,4.087580308,3.480511189,4.144047809,4.354257784,4.221535922,3.887302222,3.695363118,3.803498285,4.554632005,4.229805314,3.68653974,4.001539762,4.318952248,4.522511212,3.726413738,4.522511212,3.598351189,3.751879062,4.265366238,4.225710633,4.108491562,4.314132981,3.697301856
emp145185,4,5,5,3,4,3,5,5,4,4,4,4,4,4,4,4,5,4,4,4,3,5,5,4,3.04768795,3.930642257,3.887888406,3.568254055,3.610190362,3.23130748,3.592181998,4.185354573,3.628410915,4.360463338,4.383272819,4.570835483,4.657674182,3.965007698,4.341684311,3.734815442,3.853828043,4.172431726,4.046930342,4.092030512,4.074028958,4.375318462,4.320891745,3.656426579
emp137396,4,5,5,5,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,3,5,3.626685852,4.676260647,3.906794912,3.785053806,3.847511504,3.423756583,3.744559927,4.225700086,4.002537135,3.975213774,3.710145962,3.59255966,3.462840623,4.592046565,4.607140333,3.668687176,4.222143831,3.868353066,3.743891696,4.290862919,2.826904025,4.636652151,3.81824749,4.6346397
emp146206,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,5,5,4,4,3,3.977138582,4.764431565,4.554815912,4.421592846,4.665863711,4.352002341,4.617179636,4.677152335,3.996514815,4.350149894,4.431671403,4.474560518,4.11562697,4.362804308,4.850987809,4.058450087,4.774933146,3.889004533,3.631755392,4.143308609,3.759733503,4.287112217,4.064509818,4.848136078
emp140964,4,4,5,4,5,4,4,5,4,5,5,4,4,4,4,4,4,4,3,4,4,5,4,4,3.90569967,4.475252056,4.246937829,4.559733343,4.263403469,3.617853189,3.39102786,4.743589651,4.271490197,4.291861578,4.184195437,4.192492058,3.986665599,3.508034861,4.525460502,4.096583609,3.957493427,3.406142683,4.044724072,4.64711587,3.895757828,4.650973744,3.660712153,4.559908194
emp150046,4,4,4,4,5,4,4,4,4,5,5,4,5,4,4,4,3,3,4,4,4,4,4,4,4.268059542,4.316322523,4.058185525,4.321678584,3.919581806,3.727150907,4.221207856,4.772650424,3.982987297,4.54591241,4.082174305,4.647751942,4.33018418,4.501240925,4.729861834,3.708004994,4.697667448,4.916941183,4.380076329,4.679148059,3.450850963,4.741451624,4.521545921,3.857171279
emp145150,5,5,5,4,4,4,4,4,4,4,5,5,4,5,4,5,4,4,4,5,4,4,5,5,3.941222125,4.004179289,4.878184254,4.128615329,4.381904525,4.14451607,4.096145721,4.309654471,4.261926597,3.771114067,4.547271767,4.473498377,3.957657629,4.735121566,4.357896409,4.16056347,4.49562451,4.272527991,4.730587666,4.735121566,4.587857435,4.270431976,4.550673426,3.803597334
emp137116,4,4,4,4,4,4,3,4,4,4,4,4,5,5,4,4,4,4,3,4,4,5,4,4,3.602394629,4.522910338,4.316176219,3.937272596,4.540103378,4.002016399,3.125788068,4.054002197,3.937374311,4.566600239,4.384858114,3.373612849,3.947255122,4.422410827,4.216669151,4.094594453,4.071536272,4.099605795,3.917957516,4.064178315,4.376425543,4.042227906,4.010999712,3.641387194
emp144541,4,5,4,4,5,4,3,5,4,5,4,5,4,4,4,4,4,4,4,5,4,4,4,5,4.430491091,4.337248171,4.865567349,4.791681735,4.320381473,4.816255998,4.042484486,4.014194228,4.606353375,4.217934888,3.990676699,4.957026087,3.99136631,4.66801355,4.66801355,3.78833156,4.184463907,4.104050832,3.404522021,4.429055531,4.206113027,4.366103583,4.061123694,3.673324834
emp141621,5,4,4,5,4,4,4,5,4,4,5,5,4,4,4,4,3,4,3,4,5,3,4,4,4.025195004,4.557454014,4.550837222,3.787438455,4.144198285,3.713496533,4.449492886,4.262846866,3.411985989,4.654755169,4.099148065,4.074449781,4.76620101,4.76620101,4.70232676,3.467142213,4.092898598,4.423680577,2.416551031,4.333383364,4.348257235,4.332993219,4.64507147,4.453955443
emp140334,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,3,4,5,4,4,4,5,3.987196011,4.472691186,4.020784441,4.081974051,3.836334736,3.584912935,3.664522938,4.591347542,3.466027377,3.811973953,3.594270057,4.164007603,4.235924682,4.194290344,4.145847461,4.129673717,4.768745051,4.614131563,3.642532073,4.744891952,4.768745051,4.028015387,4.217101809,4.768745051
